customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1137-DGOWI,Female,0.0,Yes,No,0.41666666666666663,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),0.5174129353233831,2198.9,No
5616-PRTNT,Male,0.0,No,Yes,0.2777777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0.011442786069651711,374.5,Yes
3812-LRZIR,Female,0.0,Yes,Yes,0.375,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,0.062189054726368154,761.95,No
4818-QIUFN,Female,1.0,No,No,0.2777777777777778,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.6059701492537314,1520.9,Yes
9483-GCPWE,Male,0.0,No,Yes,0.125,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.01840796019900498,190.25,No
4227-OJHAL,Female,0.0,Yes,Yes,0.9444444444444444,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),0.5447761194029851,5163,No
9220-CXRSC,Female,0.0,Yes,Yes,0.9583333333333333,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),0.4293532338308458,4059.85,No
4993-JCRGJ,Male,0.0,No,No,0.3611111111111111,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,0.6572139303482587,2281.6,No
9537-JALFH,Male,0.0,Yes,Yes,0.9583333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.01641791044776117,1356.7,No
6698-OXETB,Male,0.0,No,No,0.15277777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.021393034825870627,231.45,No
2103-ZRXFN,Male,0.0,No,No,0.013888888888888888,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.3233830845771144,50.75,No
3724-BSCVH,Male,0.0,Yes,Yes,0.1388888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.021890547263681587,242.4,No
4877-TSOFF,Female,0.0,Yes,Yes,0.7638888888888888,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.572139303482587,4264.25,No
9209-NWPGU,Male,0.0,No,No,0.611111111111111,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,0.46915422885572144,2774.55,No
6961-VCPMC,Male,1.0,Yes,No,0.6388888888888888,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.618407960199005,3605.2,Yes
7306-YDSOI,Male,0.0,Yes,Yes,0.9583333333333333,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),0.4129353233830846,4069.9,No
5288-AHOUP,Male,1.0,No,No,0.15277777777777776,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.599502487562189,874.2,No
6688-UZPWD,Female,0.0,Yes,No,0.15277777777777776,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8333333333333334,1145.35,Yes
0655-YDGFJ,Male,0.0,No,No,0.40277777777777773,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.3054726368159204,1323.7,No
8468-EHYJA,Female,0.0,Yes,No,0.7916666666666666,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8099502487562189,5497.05,No
6823-SIDFQ,Male,0.0,No,No,0.38888888888888884,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.0,534.7,No
1097-FSPVW,Female,0.0,No,No,0.5833333333333333,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0.3611940298507462,2455.05,No
2839-RFSQE,Female,0.0,No,No,0.027777777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.023880597014925342,38.7,Yes
8328-SKJNO,Male,0.0,No,Yes,0.3194444444444444,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),0.22288557213930343,947.4,No
7010-ZMVBF,Female,0.0,Yes,Yes,0.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.021890547263681587,357,No
5201-CBWYG,Male,0.0,Yes,Yes,0.861111111111111,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.06517412935323383,1476.25,No
0968-GSIKN,Female,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5228855721393034,70.8,Yes
1965-DDBWU,Male,0.0,No,No,0.2222222222222222,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0.7044776119402985,1448.6,Yes
9057-SIHCH,Female,0.0,No,No,0.041666666666666664,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7796019900497512,291.9,Yes
6352-GIGGQ,Male,0.0,No,No,0.9305555555555555,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.7019900497512437,5903.15,No
3635-QQRQD,Male,0.0,No,No,0.861111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.01791044776119402,1201.65,No
6771-XWBDM,Female,0.0,Yes,No,0.7916666666666666,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.8582089552238806,5921.35,Yes
2897-DOVND,Male,0.0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5129353233830846,146.65,No
3082-YVEKW,Female,0.0,Yes,Yes,0.3194444444444444,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0.5860696517412936,1759.4,No
0191-EQUUH,Female,0.0,No,Yes,0.3472222222222222,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),0.16716417910447756,844.45,No
7134-HBPBS,Female,1.0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.8940298507462686,7774.05,No
3489-HHPFY,Female,0.0,Yes,No,0.027777777777777776,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6547263681592039,134.05,No
2926-JEJJC,Female,0.0,No,No,0.1111111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0.019402985074626844,140.95,No
8601-QACRS,Female,0.0,No,No,0.06944444444444445,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.3218905472636816,249.95,Yes
4950-BDEUX,Male,0.0,No,No,0.4861111111111111,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,0.3079601990049751,1701.65,No
5789-LDFXO,Male,0.0,No,No,0.3333333333333333,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.06318407960199005,592.65,No
0508-OOLTO,Female,0.0,Yes,Yes,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5313432835820896,135.75,No
2984-TBYKU,Male,0.0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),0.8621890547263681,7732.65,No
9822-WMWVG,Female,0.0,No,No,0.5694444444444444,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.8781094527363184,4282.4,No
2391-SOORI,Male,0.0,No,Yes,0.05555555555555555,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.309452736318408,219.65,Yes
9040-KZVWO,Male,0.0,No,No,0.3611111111111111,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),0.5696517412935324,2018.1,No
2645-QTLMB,Male,0.0,No,No,0.09722222222222221,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7562189054726368,669,Yes
4806-HIPDW,Female,0.0,Yes,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5044776119402985,68.95,Yes
1548-ARAGG,Female,0.0,Yes,Yes,0.05555555555555555,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.40049751243781095,224.85,No
6339-RZCBJ,Male,0.0,No,No,0.6666666666666666,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.6034825870646766,3771.5,No
4424-TKOPW,Male,1.0,No,No,0.027777777777777776,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7522388059701491,196.75,Yes
4415-WNGVR,Female,1.0,Yes,No,0.16666666666666666,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.6064676616915423,943.85,No
2522-AHJXR,Male,0.0,Yes,No,0.8333333333333333,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.9074626865671641,6572.85,No
0412-UCCNP,Male,0.0,No,No,0.7638888888888888,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,0.4074626865671642,3175.85,No
1816-FLZDK,Male,0.0,No,No,0.013888888888888888,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,0.10845771144278604,29.15,No
7096-UCLNH,Male,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.01791044776119402,20.05,No
8443-ZRDBZ,Male,0.0,No,No,0.05555555555555555,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5751243781094527,318.9,Yes
9136-ALYBR,Male,0.0,No,No,0.013888888888888888,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.061691542288557194,24.45,Yes
4615-PIVVU,Female,0.0,No,No,0.5833333333333333,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),0.48009950248756217,2762.75,No
8885-QSQBX,Female,0.0,No,No,0.013888888888888888,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.3114427860696517,49.55,No
7479-NITWS,Male,0.0,No,No,0.09722222222222221,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.707462686567164,631.85,Yes
8617-ENBDS,Male,0.0,No,No,0.041666666666666664,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5507462686567164,232.5,No
9385-NXKDA,Female,0.0,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),0.6407960199004975,5919.35,No
0430-IHCDJ,Male,0.0,No,No,0.20833333333333331,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.30597014925373134,749.25,No
2959-MJHIC,Male,0.0,Yes,No,0.05555555555555555,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.617910447761194,307.4,Yes
6674-KVJHG,Female,0.0,No,No,0.15277777777777776,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.06915422885572137,245.15,No
1814-DKOLC,Female,0.0,No,No,0.06944444444444445,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.07164179104477608,134.75,No
4201-JMNGR,Female,1.0,No,No,0.013888888888888888,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.37363184079601985,55.8,Yes
9351-HXDMR,Male,0.0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.9218905472636817,8240.85,No
3537-HPKQT,Female,0.0,Yes,No,0.7638888888888888,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5920398009950248,4266.4,No
2129-ALKBS,Female,0.0,Yes,Yes,0.5555555555555556,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0.07910447761194028,1077.5,No
5821-MMEIL,Female,0.0,Yes,No,0.7916666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.01641791044776117,1115.6,No
5960-WPXQM,Male,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6049751243781094,79.05,Yes
0684-AOSIH,Male,0.0,Yes,No,0.013888888888888888,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.763681592039801,95,Yes
8260-NGFNY,Female,0.0,No,No,0.013888888888888888,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.06915422885572137,25.2,Yes
1309-XGFSN,Male,1.0,Yes,Yes,0.7222222222222222,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.6228855721393034,4079.55,No
1866-RZZQS,Male,1.0,No,No,0.5694444444444444,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7975124378109453,4187.75,Yes
6968-URWQU,Male,0.0,Yes,No,0.5972222222222222,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,0.3791044776119403,2391.15,No
4742-TXUEX,Female,0.0,Yes,Yes,0.6527777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.010447761194029848,890.5,No
9631-XEYKE,Male,0.0,No,No,0.041666666666666664,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.31990049751243776,137.25,No
8631-NBHFZ,Male,1.0,Yes,Yes,0.9166666666666666,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),0.6084577114427862,5154.6,Yes
1335-MXCSE,Male,0.0,Yes,Yes,0.7638888888888888,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),0.3681592039800995,3119.9,No
8873-TMKGR,Male,0.0,No,No,0.40277777777777773,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.008457711442786064,529.5,No
8800-JOOCF,Female,0.0,No,Yes,0.16666666666666666,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6547263681592039,966.55,No
1469-LBJQJ,Female,0.0,Yes,No,0.9166666666666666,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8651741293532339,6936.85,No
4958-XCBDQ,Male,1.0,No,No,0.4861111111111111,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.827363184079602,3496.3,Yes
8337-UPOAQ,Male,1.0,Yes,No,0.1388888888888889,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.7119402985074627,914.3,Yes
0064-YIJGF,Male,0.0,Yes,Yes,0.375,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.572139303482587,1929,No
2386-OWURY,Female,0.0,No,No,0.8055555555555555,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.7666666666666666,5817.7,No
1725-IQNIY,Male,0.0,Yes,No,0.75,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.9104477611940299,6110.2,Yes
0310-VQXAM,Male,0.0,No,No,0.125,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.015920398009950265,178.8,No
6598-RFFVI,Male,0.0,No,No,0.027777777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.010447761194029848,28.3,Yes
3453-RTHJQ,Male,0.0,No,No,0.08333333333333333,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5059701492537313,435,No
6712-OAWRH,Female,1.0,No,No,0.3611111111111111,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7263681592039801,2351.8,Yes
6278-FEPBZ,Female,0.0,No,No,0.125,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.019900497512437804,186.15,No
4280-DLSHD,Male,0.0,Yes,No,0.1111111111111111,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.36318407960199006,445.85,No
1508-DFXCU,Male,0.0,No,No,0.16666666666666666,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6288557213930348,912,No
8614-VGMMV,Female,0.0,No,No,0.20833333333333331,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.30696517412935326,679.55,Yes
7868-BGSZA,Male,0.0,Yes,No,0.5972222222222222,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.6164179104477612,3581.6,No
2800-QQUSO,Male,0.0,No,No,0.5833333333333333,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.8164179104477611,4222.95,No
2930-UOTMB,Female,0.0,No,No,0.4305555555555555,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),0.46766169154228854,1994.3,Yes
7973-DZRKH,Female,0.0,No,Yes,0.9166666666666666,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),0.7233830845771144,5930.05,No
5914-DVBWJ,Female,1.0,No,No,0.25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.6686567164179105,1505.85,Yes
7698-YFGEZ,Male,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.01741293532338306,20,No
2533-QVMSK,Male,0.0,Yes,No,0.8472222222222222,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,0.7547263681592039,5638.3,Yes
9773-PEQBZ,Male,0.0,No,No,0.1388888888888889,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0.6129353233830845,797.25,No
8644-XLFBW,Male,1.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5313432835820896,71.65,Yes
0650-BWOZN,Female,1.0,No,No,0.25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.5502487562189055,1359.45,No
8625-AZYZY,Male,0.0,Yes,No,0.3333333333333333,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8597014925373135,2542.45,Yes
7785-RDVIG,Female,0.0,Yes,Yes,0.041666666666666664,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.010447761194029848,54.7,No
9602-WCXPI,Male,0.0,No,No,0.6944444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.018905472636815884,989.05,No
2903-YYTBW,Male,0.0,Yes,Yes,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.2616915422885572,44.55,No
3620-MWJNE,Male,0.0,No,No,0.027777777777777776,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.36019900497512436,87.3,No
8573-JGCZW,Male,0.0,No,No,0.2361111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0.013930348258706454,351.55,No
6837-HAEVO,Male,0.0,Yes,Yes,0.9583333333333333,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0.86318407960199,7297.75,No
6701-YVNQG,Male,0.0,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.7009950248756219,6301.7,No
9306-CPCBC,Female,0.0,No,No,0.041666666666666664,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5572139303482587,210.3,Yes
4304-XUMGI,Male,1.0,Yes,Yes,0.6944444444444444,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),0.5661691542288557,3822.45,No
9504-YAZWB,Female,0.0,No,No,0.736111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.019900497512437804,1048.45,No
8819-ZBYNA,Female,0.0,Yes,No,0.8055555555555555,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.9039800995024875,6393.65,No
6174-NRBTZ,Male,0.0,No,No,0.6388888888888888,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),0.12437810945273631,1489.3,No
9481-IEBZY,Male,1.0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.9417910447761194,8061.5,No
1833-VGRUM,Female,1.0,No,No,0.013888888888888888,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5567164179104478,74.2,Yes
6137-NICCO,Female,0.0,Yes,Yes,0.08333333333333333,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,0.754228855721393,518.75,No
9065-ZCPQX,Male,0.0,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0.6029850746268656,5763.15,No
6402-EJMWF,Male,0.0,No,No,0.05555555555555555,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0.3686567164179104,238.5,No
3620-EHIMZ,Female,0.0,Yes,Yes,0.7222222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.010945273631840807,1031.7,No
3213-VVOLG,Male,0.0,Yes,Yes,0.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.07064676616915422, ,No
6870-ECSHE,Female,0.0,No,No,0.027777777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.021890547263681587,34.8,No
8747-UDCOI,Female,0.0,Yes,No,0.9027777777777777,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.010945273631840807,1319.95,No
8374-XGEJJ,Male,1.0,Yes,No,0.5972222222222222,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8233830845771145,4388.4,Yes
2656-TABEH,Male,0.0,Yes,No,0.05555555555555555,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8154228855721393,420.2,Yes
6946-LMSQS,Male,1.0,Yes,No,0.3472222222222222,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,0.7044776119402985,2177.45,Yes
4626-OZDTJ,Female,0.0,Yes,No,0.7083333333333333,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.600995024875622,3950.85,No
9169-BSVIN,Male,0.0,No,No,0.16666666666666666,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),0.5621890547263682,827.05,No
2325-ZUSFD,Female,0.0,Yes,Yes,0.7916666666666666,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.5159203980099502,3913.3,Yes
8194-PEEBY,Female,0.0,Yes,Yes,0.3333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.01641791044776117,533.5,No
6872-HXFNF,Female,0.0,Yes,No,0.8888888888888888,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),0.39900497512437816,3756.45,No
3932-CMDTD,Female,0.0,No,No,0.05555555555555555,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.8696517412935324,443.9,Yes
7714-YXSMB,Female,0.0,No,No,0.3611111111111111,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.818407960199005,2599.95,No
8387-UGUSU,Female,0.0,Yes,Yes,0.20833333333333331,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.01791044776119402,284.3,No
1080-BWSYE,Male,1.0,Yes,No,0.8888888888888888,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.07363184079601987,1740.8,No
4039-HEUNW,Male,1.0,Yes,No,0.5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7786069651741293,3436.1,Yes
1194-HVAIF,Female,0.0,Yes,No,0.375,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),0.763681592039801,2462.55,No
0812-WUPTB,Male,1.0,Yes,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.5233830845771144,70.85,Yes
3594-UVONA,Female,0.0,No,No,0.4861111111111111,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.6736318407960199,3110.1,Yes
0004-TLHLJ,Male,0.0,No,No,0.05555555555555555,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.5537313432835821,280.85,Yes
